date,season,year,month,holiday,weekday,workingday,weather,casual,registered,count,day_type
2012-07-01,Fall,2012,Jul,0,Sun,0,Clear/Partly Cloudy,1421,4110,5531,Weekend
2012-07-02,Fall,2012,Jul,0,Mon,1,Clear/Partly Cloudy,904,5323,6227,Working Day
2012-07-03,Fall,2012,Jul,0,Tue,1,Clear/Partly Cloudy,1052,5608,6660,Working Day
2012-07-04,Fall,2012,Jul,1,Wed,0,Clear/Partly Cloudy,2562,4841,7403,Holiday
2012-07-05,Fall,2012,Jul,0,Thu,1,Clear/Partly Cloudy,1405,4836,6241,Working Day
2012-07-06,Fall,2012,Jul,0,Fri,1,Clear/Partly Cloudy,1366,4841,6207,Working Day
2012-07-07,Fall,2012,Jul,0,Sat,0,Clear/Partly Cloudy,1448,3392,4840,Weekend
2012-07-08,Fall,2012,Jul,0,Sun,0,Clear/Partly Cloudy,1203,3469,4672,Weekend
2012-07-09,Fall,2012,Jul,0,Mon,1,Misty/Cloudy,998,5571,6569,Working Day
2012-07-10,Fall,2012,Jul,0,Tue,1,Misty/Cloudy,954,5336,6290,Working Day
2012-07-11,Fall,2012,Jul,0,Wed,1,Clear/Partly Cloudy,975,6289,7264,Working Day
2012-07-12,Fall,2012,Jul,0,Thu,1,Clear/Partly Cloudy,1032,6414,7446,Working Day
2012-07-13,Fall,2012,Jul,0,Fri,1,Misty/Cloudy,1511,5988,7499,Working Day
2012-07-14,Fall,2012,Jul,0,Sat,0,Misty/Cloudy,2355,4614,6969,Weekend
2012-07-15,Fall,2012,Jul,0,Sun,0,Clear/Partly Cloudy,1920,4111,6031,Weekend
2012-07-16,Fall,2012,Jul,0,Mon,1,Clear/Partly Cloudy,1088,5742,6830,Working Day
2012-07-17,Fall,2012,Jul,0,Tue,1,Clear/Partly Cloudy,921,5865,6786,Working Day
2012-07-18,Fall,2012,Jul,0,Wed,1,Clear/Partly Cloudy,799,4914,5713,Working Day
2012-07-19,Fall,2012,Jul,0,Thu,1,Clear/Partly Cloudy,888,5703,6591,Working Day
2012-07-20,Fall,2012,Jul,0,Fri,1,Misty/Cloudy,747,5123,5870,Working Day
2012-07-21,Fall,2012,Jul,0,Sat,0,Light Rain/Snow,1264,3195,4459,Weekend
2012-07-22,Fall,2012,Jul,0,Sun,0,Misty/Cloudy,2544,4866,7410,Weekend
2012-07-23,Fall,2012,Jul,0,Mon,1,Clear/Partly Cloudy,1135,5831,6966,Working Day
2012-07-24,Fall,2012,Jul,0,Tue,1,Clear/Partly Cloudy,1140,6452,7592,Working Day
2012-07-25,Fall,2012,Jul,0,Wed,1,Clear/Partly Cloudy,1383,6790,8173,Working Day
2012-07-26,Fall,2012,Jul,0,Thu,1,Clear/Partly Cloudy,1036,5825,6861,Working Day
2012-07-27,Fall,2012,Jul,0,Fri,1,Clear/Partly Cloudy,1259,5645,6904,Working Day
2012-07-28,Fall,2012,Jul,0,Sat,0,Clear/Partly Cloudy,2234,4451,6685,Weekend
2012-07-29,Fall,2012,Jul,0,Sun,0,Clear/Partly Cloudy,2153,4444,6597,Weekend
2012-07-30,Fall,2012,Jul,0,Mon,1,Clear/Partly Cloudy,1040,6065,7105,Working Day
2012-07-31,Fall,2012,Jul,0,Tue,1,Clear/Partly Cloudy,968,6248,7216,Working Day
2012-08-01,Fall,2012,Aug,0,Wed,1,Clear/Partly Cloudy,1074,6506,7580,Working Day
2012-08-02,Fall,2012,Aug,0,Thu,1,Clear/Partly Cloudy,983,6278,7261,Working Day
2012-08-03,Fall,2012,Aug,0,Fri,1,Misty/Cloudy,1328,5847,7175,Working Day
2012-08-04,Fall,2012,Aug,0,Sat,0,Clear/Partly Cloudy,2345,4479,6824,Weekend
2012-08-05,Fall,2012,Aug,0,Sun,0,Clear/Partly Cloudy,1707,3757,5464,Weekend
2012-08-06,Fall,2012,Aug,0,Mon,1,Misty/Cloudy,1233,5780,7013,Working Day
2012-08-07,Fall,2012,Aug,0,Tue,1,Misty/Cloudy,1278,5995,7273,Working Day
2012-08-08,Fall,2012,Aug,0,Wed,1,Misty/Cloudy,1263,6271,7534,Working Day
2012-08-09,Fall,2012,Aug,0,Thu,1,Clear/Partly Cloudy,1196,6090,7286,Working Day
2012-08-10,Fall,2012,Aug,0,Fri,1,Misty/Cloudy,1065,4721,5786,Working Day
2012-08-11,Fall,2012,Aug,0,Sat,0,Misty/Cloudy,2247,4052,6299,Weekend
2012-08-12,Fall,2012,Aug,0,Sun,0,Clear/Partly Cloudy,2182,4362,6544,Weekend
2012-08-13,Fall,2012,Aug,0,Mon,1,Clear/Partly Cloudy,1207,5676,6883,Working Day
2012-08-14,Fall,2012,Aug,0,Tue,1,Clear/Partly Cloudy,1128,5656,6784,Working Day
2012-08-15,Fall,2012,Aug,0,Wed,1,Clear/Partly Cloudy,1198,6149,7347,Working Day
2012-08-16,Fall,2012,Aug,0,Thu,1,Clear/Partly Cloudy,1338,6267,7605,Working Day
2012-08-17,Fall,2012,Aug,0,Fri,1,Clear/Partly Cloudy,1483,5665,7148,Working Day
2012-08-18,Fall,2012,Aug,0,Sat,0,Clear/Partly Cloudy,2827,5038,7865,Weekend
2012-08-19,Fall,2012,Aug,0,Sun,0,Misty/Cloudy,1208,3341,4549,Weekend
2012-08-20,Fall,2012,Aug,0,Mon,1,Misty/Cloudy,1026,5504,6530,Working Day
2012-08-21,Fall,2012,Aug,0,Tue,1,Clear/Partly Cloudy,1081,5925,7006,Working Day
2012-08-22,Fall,2012,Aug,0,Wed,1,Clear/Partly Cloudy,1094,6281,7375,Working Day
2012-08-23,Fall,2012,Aug,0,Thu,1,Clear/Partly Cloudy,1363,6402,7765,Working Day
2012-08-24,Fall,2012,Aug,0,Fri,1,Misty/Cloudy,1325,6257,7582,Working Day
2012-08-25,Fall,2012,Aug,0,Sat,0,Misty/Cloudy,1829,4224,6053,Weekend
2012-08-26,Fall,2012,Aug,0,Sun,0,Misty/Cloudy,1483,3772,5255,Weekend
2012-08-27,Fall,2012,Aug,0,Mon,1,Clear/Partly Cloudy,989,5928,6917,Working Day
2012-08-28,Fall,2012,Aug,0,Tue,1,Clear/Partly Cloudy,935,6105,7040,Working Day
2012-08-29,Fall,2012,Aug,0,Wed,1,Clear/Partly Cloudy,1177,6520,7697,Working Day
2012-08-30,Fall,2012,Aug,0,Thu,1,Clear/Partly Cloudy,1172,6541,7713,Working Day
2012-08-31,Fall,2012,Aug,0,Fri,1,Clear/Partly Cloudy,1433,5917,7350,Working Day
2012-09-01,Fall,2012,Sep,0,Sat,0,Misty/Cloudy,2352,3788,6140,Weekend
2012-09-02,Fall,2012,Sep,0,Sun,0,Misty/Cloudy,2613,3197,5810,Weekend
2012-09-03,Fall,2012,Sep,1,Mon,0,Clear/Partly Cloudy,1965,4069,6034,Holiday
2012-09-04,Fall,2012,Sep,0,Tue,1,Clear/Partly Cloudy,867,5997,6864,Working Day
2012-09-05,Fall,2012,Sep,0,Wed,1,Clear/Partly Cloudy,832,6280,7112,Working Day
2012-09-06,Fall,2012,Sep,0,Thu,1,Misty/Cloudy,611,5592,6203,Working Day
2012-09-07,Fall,2012,Sep,0,Fri,1,Clear/Partly Cloudy,1045,6459,7504,Working Day
2012-09-08,Fall,2012,Sep,0,Sat,0,Misty/Cloudy,1557,4419,5976,Weekend
2012-09-09,Fall,2012,Sep,0,Sun,0,Clear/Partly Cloudy,2570,5657,8227,Weekend
2012-09-10,Fall,2012,Sep,0,Mon,1,Clear/Partly Cloudy,1118,6407,7525,Working Day
2012-09-11,Fall,2012,Sep,0,Tue,1,Clear/Partly Cloudy,1070,6697,7767,Working Day
2012-09-12,Fall,2012,Sep,0,Wed,1,Clear/Partly Cloudy,1050,6820,7870,Working Day
2012-09-13,Fall,2012,Sep,0,Thu,1,Clear/Partly Cloudy,1054,6750,7804,Working Day
2012-09-14,Fall,2012,Sep,0,Fri,1,Clear/Partly Cloudy,1379,6630,8009,Working Day
2012-09-15,Fall,2012,Sep,0,Sat,0,Clear/Partly Cloudy,3160,5554,8714,Weekend
2012-09-16,Fall,2012,Sep,0,Sun,0,Clear/Partly Cloudy,2166,5167,7333,Weekend
2012-09-17,Fall,2012,Sep,0,Mon,1,Misty/Cloudy,1022,5847,6869,Working Day
2012-09-18,Fall,2012,Sep,0,Tue,1,Misty/Cloudy,371,3702,4073,Working Day
2012-09-19,Fall,2012,Sep,0,Wed,1,Clear/Partly Cloudy,788,6803,7591,Working Day
2012-09-20,Fall,2012,Sep,0,Thu,1,Clear/Partly Cloudy,939,6781,7720,Working Day
2012-09-21,Fall,2012,Sep,0,Fri,1,Clear/Partly Cloudy,1250,6917,8167,Working Day
2012-09-22,Fall,2012,Sep,0,Sat,0,Clear/Partly Cloudy,2512,5883,8395,Weekend
2012-09-23,Winter,2012,Sep,0,Sun,0,Clear/Partly Cloudy,2454,5453,7907,Weekend
2012-09-24,Winter,2012,Sep,0,Mon,1,Clear/Partly Cloudy,1001,6435,7436,Working Day
2012-09-25,Winter,2012,Sep,0,Tue,1,Clear/Partly Cloudy,845,6693,7538,Working Day
2012-09-26,Winter,2012,Sep,0,Wed,1,Clear/Partly Cloudy,787,6946,7733,Working Day
2012-09-27,Winter,2012,Sep,0,Thu,1,Misty/Cloudy,751,6642,7393,Working Day
2012-09-28,Winter,2012,Sep,0,Fri,1,Misty/Cloudy,1045,6370,7415,Working Day
2012-09-29,Winter,2012,Sep,0,Sat,0,Clear/Partly Cloudy,2589,5966,8555,Weekend
2012-09-30,Winter,2012,Sep,0,Sun,0,Clear/Partly Cloudy,2015,4874,6889,Weekend
2012-10-01,Winter,2012,Oct,0,Mon,1,Misty/Cloudy,763,6015,6778,Working Day
2012-10-02,Winter,2012,Oct,0,Tue,1,Light Rain/Snow,315,4324,4639,Working Day
2012-10-03,Winter,2012,Oct,0,Wed,1,Misty/Cloudy,728,6844,7572,Working Day
2012-10-04,Winter,2012,Oct,0,Thu,1,Misty/Cloudy,891,6437,7328,Working Day
2012-10-05,Winter,2012,Oct,0,Fri,1,Clear/Partly Cloudy,1516,6640,8156,Working Day
2012-10-06,Winter,2012,Oct,0,Sat,0,Clear/Partly Cloudy,3031,4934,7965,Weekend
2012-10-07,Winter,2012,Oct,0,Sun,0,Misty/Cloudy,781,2729,3510,Weekend
2012-10-08,Winter,2012,Oct,1,Mon,0,Misty/Cloudy,874,4604,5478,Holiday
2012-10-09,Winter,2012,Oct,0,Tue,1,Misty/Cloudy,601,5791,6392,Working Day
2012-10-10,Winter,2012,Oct,0,Wed,1,Clear/Partly Cloudy,780,6911,7691,Working Day
2012-10-11,Winter,2012,Oct,0,Thu,1,Clear/Partly Cloudy,834,6736,7570,Working Day
2012-10-12,Winter,2012,Oct,0,Fri,1,Clear/Partly Cloudy,1060,6222,7282,Working Day
2012-10-13,Winter,2012,Oct,0,Sat,0,Clear/Partly Cloudy,2252,4857,7109,Weekend
2012-10-14,Winter,2012,Oct,0,Sun,0,Clear/Partly Cloudy,2080,4559,6639,Weekend
2012-10-15,Winter,2012,Oct,0,Mon,1,Misty/Cloudy,760,5115,5875,Working Day
2012-10-16,Winter,2012,Oct,0,Tue,1,Clear/Partly Cloudy,922,6612,7534,Working Day
2012-10-17,Winter,2012,Oct,0,Wed,1,Clear/Partly Cloudy,979,6482,7461,Working Day
2012-10-18,Winter,2012,Oct,0,Thu,1,Misty/Cloudy,1008,6501,7509,Working Day
2012-10-19,Winter,2012,Oct,0,Fri,1,Misty/Cloudy,753,4671,5424,Working Day
2012-10-20,Winter,2012,Oct,0,Sat,0,Clear/Partly Cloudy,2806,5284,8090,Weekend
2012-10-21,Winter,2012,Oct,0,Sun,0,Clear/Partly Cloudy,2132,4692,6824,Weekend
2012-10-22,Winter,2012,Oct,0,Mon,1,Clear/Partly Cloudy,830,6228,7058,Working Day
2012-10-23,Winter,2012,Oct,0,Tue,1,Clear/Partly Cloudy,841,6625,7466,Working Day
2012-10-24,Winter,2012,Oct,0,Wed,1,Clear/Partly Cloudy,795,6898,7693,Working Day
2012-10-25,Winter,2012,Oct,0,Thu,1,Misty/Cloudy,875,6484,7359,Working Day
2012-10-26,Winter,2012,Oct,0,Fri,1,Misty/Cloudy,1182,6262,7444,Working Day
2012-10-27,Winter,2012,Oct,0,Sat,0,Misty/Cloudy,2643,5209,7852,Weekend
2012-10-28,Winter,2012,Oct,0,Sun,0,Misty/Cloudy,998,3461,4459,Weekend
2012-10-29,Winter,2012,Oct,0,Mon,1,Light Rain/Snow,2,20,22,Working Day
2012-10-30,Winter,2012,Oct,0,Tue,1,Misty/Cloudy,87,1009,1096,Working Day
2012-10-31,Winter,2012,Oct,0,Wed,1,Misty/Cloudy,419,5147,5566,Working Day
2012-11-01,Winter,2012,Nov,0,Thu,1,Misty/Cloudy,466,5520,5986,Working Day
2012-11-02,Winter,2012,Nov,0,Fri,1,Clear/Partly Cloudy,618,5229,5847,Working Day
2012-11-03,Winter,2012,Nov,0,Sat,0,Misty/Cloudy,1029,4109,5138,Weekend
2012-11-04,Winter,2012,Nov,0,Sun,0,Clear/Partly Cloudy,1201,3906,5107,Weekend
2012-11-05,Winter,2012,Nov,0,Mon,1,Clear/Partly Cloudy,378,4881,5259,Working Day
2012-11-06,Winter,2012,Nov,0,Tue,1,Clear/Partly Cloudy,466,5220,5686,Working Day
2012-11-07,Winter,2012,Nov,0,Wed,1,Misty/Cloudy,326,4709,5035,Working Day
2012-11-08,Winter,2012,Nov,0,Thu,1,Clear/Partly Cloudy,340,4975,5315,Working Day
2012-11-09,Winter,2012,Nov,0,Fri,1,Clear/Partly Cloudy,709,5283,5992,Working Day
2012-11-10,Winter,2012,Nov,0,Sat,0,Clear/Partly Cloudy,2090,4446,6536,Weekend
2012-11-11,Winter,2012,Nov,0,Sun,0,Clear/Partly Cloudy,2290,4562,6852,Weekend
2012-11-12,Winter,2012,Nov,1,Mon,0,Clear/Partly Cloudy,1097,5172,6269,Holiday
2012-11-13,Winter,2012,Nov,0,Tue,1,Misty/Cloudy,327,3767,4094,Working Day
2012-11-14,Winter,2012,Nov,0,Wed,1,Clear/Partly Cloudy,373,5122,5495,Working Day
2012-11-15,Winter,2012,Nov,0,Thu,1,Misty/Cloudy,320,5125,5445,Working Day
2012-11-16,Winter,2012,Nov,0,Fri,1,Clear/Partly Cloudy,484,5214,5698,Working Day
2012-11-17,Winter,2012,Nov,0,Sat,0,Clear/Partly Cloudy,1313,4316,5629,Weekend
2012-11-18,Winter,2012,Nov,0,Sun,0,Clear/Partly Cloudy,922,3747,4669,Weekend
2012-11-19,Winter,2012,Nov,0,Mon,1,Misty/Cloudy,449,5050,5499,Working Day
2012-11-20,Winter,2012,Nov,0,Tue,1,Misty/Cloudy,534,5100,5634,Working Day
2012-11-21,Winter,2012,Nov,0,Wed,1,Clear/Partly Cloudy,615,4531,5146,Working Day
2012-11-22,Winter,2012,Nov,1,Thu,0,Clear/Partly Cloudy,955,1470,2425,Holiday
2012-11-23,Winter,2012,Nov,0,Fri,1,Clear/Partly Cloudy,1603,2307,3910,Working Day
2012-11-24,Winter,2012,Nov,0,Sat,0,Clear/Partly Cloudy,532,1745,2277,Weekend
2012-11-25,Winter,2012,Nov,0,Sun,0,Clear/Partly Cloudy,309,2115,2424,Weekend
2012-11-26,Winter,2012,Nov,0,Mon,1,Clear/Partly Cloudy,337,4750,5087,Working Day
2012-11-27,Winter,2012,Nov,0,Tue,1,Misty/Cloudy,123,3836,3959,Working Day
2012-11-28,Winter,2012,Nov,0,Wed,1,Clear/Partly Cloudy,198,5062,5260,Working Day
2012-11-29,Winter,2012,Nov,0,Thu,1,Clear/Partly Cloudy,243,5080,5323,Working Day
2012-11-30,Winter,2012,Nov,0,Fri,1,Clear/Partly Cloudy,362,5306,5668,Working Day
2012-12-01,Winter,2012,Dec,0,Sat,0,Misty/Cloudy,951,4240,5191,Weekend
2012-12-02,Winter,2012,Dec,0,Sun,0,Misty/Cloudy,892,3757,4649,Weekend
2012-12-03,Winter,2012,Dec,0,Mon,1,Clear/Partly Cloudy,555,5679,6234,Working Day
2012-12-04,Winter,2012,Dec,0,Tue,1,Clear/Partly Cloudy,551,6055,6606,Working Day
2012-12-05,Winter,2012,Dec,0,Wed,1,Clear/Partly Cloudy,331,5398,5729,Working Day
2012-12-06,Winter,2012,Dec,0,Thu,1,Clear/Partly Cloudy,340,5035,5375,Working Day
2012-12-07,Winter,2012,Dec,0,Fri,1,Misty/Cloudy,349,4659,5008,Working Day
2012-12-08,Winter,2012,Dec,0,Sat,0,Misty/Cloudy,1153,4429,5582,Weekend
2012-12-09,Winter,2012,Dec,0,Sun,0,Misty/Cloudy,441,2787,3228,Weekend
2012-12-10,Winter,2012,Dec,0,Mon,1,Misty/Cloudy,329,4841,5170,Working Day
2012-12-11,Winter,2012,Dec,0,Tue,1,Misty/Cloudy,282,5219,5501,Working Day
2012-12-12,Winter,2012,Dec,0,Wed,1,Misty/Cloudy,310,5009,5319,Working Day
2012-12-13,Winter,2012,Dec,0,Thu,1,Clear/Partly Cloudy,425,5107,5532,Working Day
2012-12-14,Winter,2012,Dec,0,Fri,1,Clear/Partly Cloudy,429,5182,5611,Working Day
2012-12-15,Winter,2012,Dec,0,Sat,0,Clear/Partly Cloudy,767,4280,5047,Weekend
2012-12-16,Winter,2012,Dec,0,Sun,0,Misty/Cloudy,538,3248,3786,Weekend
2012-12-17,Winter,2012,Dec,0,Mon,1,Misty/Cloudy,212,4373,4585,Working Day
2012-12-18,Winter,2012,Dec,0,Tue,1,Clear/Partly Cloudy,433,5124,5557,Working Day
2012-12-19,Winter,2012,Dec,0,Wed,1,Clear/Partly Cloudy,333,4934,5267,Working Day
2012-12-20,Winter,2012,Dec,0,Thu,1,Misty/Cloudy,314,3814,4128,Working Day
2012-12-21,Spring,2012,Dec,0,Fri,1,Misty/Cloudy,221,3402,3623,Working Day
2012-12-22,Spring,2012,Dec,0,Sat,0,Clear/Partly Cloudy,205,1544,1749,Weekend
2012-12-23,Spring,2012,Dec,0,Sun,0,Clear/Partly Cloudy,408,1379,1787,Weekend
2012-12-24,Spring,2012,Dec,0,Mon,1,Misty/Cloudy,174,746,920,Working Day
2012-12-25,Spring,2012,Dec,1,Tue,0,Misty/Cloudy,440,573,1013,Holiday
2012-12-26,Spring,2012,Dec,0,Wed,1,Light Rain/Snow,9,432,441,Working Day
2012-12-27,Spring,2012,Dec,0,Thu,1,Misty/Cloudy,247,1867,2114,Working Day
2012-12-28,Spring,2012,Dec,0,Fri,1,Misty/Cloudy,644,2451,3095,Working Day
2012-12-29,Spring,2012,Dec,0,Sat,0,Misty/Cloudy,159,1182,1341,Weekend
2012-12-30,Spring,2012,Dec,0,Sun,0,Clear/Partly Cloudy,364,1432,1796,Weekend
2012-12-31,Spring,2012,Dec,0,Mon,1,Misty/Cloudy,439,2290,2729,Working Day
